hhid,year,month,subreg,region,covid,urban,eacode,mult,rmult,regurb,equiv,hsize,usize,rexp30,nrrexp30,fnrfxp30,cpexp30,fcpexp30,welfare,hmult,plinen,ctpline,hpline,spline,fplinen,povlinen,spline_n,hpline_n,poor_20,poor_new,quints,decile
94808,2020,8,Teso,Eastern,Covid period,Rural,948,526.94952,527,East rural,5.471133276820183,8,8,265150.75,554777,401701.69,298131.03,214963.19,54491.641,4215.5962,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Non-poor,Quintile 2,4
94809,2020,8,Teso,Eastern,Covid period,Rural,948,530.62384,531,East rural,7.073733329772949,10,10,254884.23,469500.53,319526.56,252375.69,170988.7,35677.863,5306.2383,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Poor,Poor,Quintile 1,2
94810,2020,8,Teso,Eastern,Covid period,Rural,948,530.62384,531,East rural,4.127699971199036,5,5,191691.23,359377.44,205523.81,193424.05,109982.24,46860.008,2653.1191,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Poor,Quintile 2,3
94901,2020,2,Teso,Eastern,Before covid,Rural,949,339.16443,339,East rural,1.636533319950104,2,2,222773.67,414623.94,192107.28,225891.34,101633.3,138030.39,678.32886,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Non-poor,Quintile 5,9
94902,2020,2,Teso,Eastern,Before covid,Rural,949,339.16443,339,East rural,1.344333320856094,2,2,71098.258,132382.61,87552.477,71617.273,46319.16,53273.449,678.32886,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Non-poor,Quintile 2,4
94903,2020,2,Teso,Eastern,Before covid,Rural,949,339.16443,339,East rural,5.987699970602989,8,8,585506.13,1083173.5,531633,592869.75,281257.53,99014.602,2713.3154,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Non-poor,Quintile 4,8
94904,2020,2,Teso,Eastern,Before covid,Rural,949,333.96939,334,East rural,4.083266660571098,6,6,320014.75,593636.75,452441.84,318925.91,239361.89,78105.578,2003.8164,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Non-poor,Quintile 3,6
94905,2020,2,Teso,Eastern,Before covid,Rural,949,336.56689,337,East rural,3.975299924612045,6,6,431659.44,803768.56,303380.84,432427.75,160501.98,108778.65,2019.4014,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Non-poor,Quintile 4,8
94906,2020,2,Teso,Eastern,Before covid,Rural,949,337.6059,338,East rural,4.372633278369904,5,5,270788.22,516177.13,330056.78,279547.5,174614.73,63931.156,1688.0295,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Non-poor,Quintile 3,5
94907,2020,2,Teso,Eastern,Before covid,Rural,949,341.76193,342,East rural,4.091766595840454,6,6,210327.77,385325.06,190783.66,210364.47,100933.05,51411.648,2050.5715,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Poor,Quintile 2,4
94909,2020,2,Teso,Eastern,Before covid,Rural,949,341.76193,342,East rural,2.399166643619537,3,3,146104.66,265337.53,135020.13,144981.63,71431.656,60429.992,1025.2858,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Non-poor,Quintile 3,5
94910,2020,2,Teso,Eastern,Before covid,Rural,949,337.6059,338,East rural,3.125833347439766,5,5,435852.25,806173.56,434864.75,438274.75,230062.83,140210.53,1688.0295,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Non-poor,Quintile 5,9
95001,2020,8,Teso,Eastern,Covid period,Rural,950,400.90762,401,East rural,4.489266693592072,5,5,179949.77,333722.63,184228.88,180378.03,98586.656,40179.844,2004.5381,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Poor,Poor,Quintile 1,2
95002,2020,8,Teso,Eastern,Covid period,Rural,950,396.01749,396,East rural,2.506033301353455,3,3,105807.63,202581.19,137892.94,108846.45,73790.844,43433.758,1188.0525,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Poor,Quintile 2,3
95003,2020,8,Teso,Eastern,Covid period,Rural,950,408.2428,408,East rural,.9922666549682617,1,1,216769.28,401691.25,249144.13,216158.38,133324.84,217843.03,408.2428,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Non-poor,Quintile 5,10
95004,2020,8,Teso,Eastern,Covid period,Rural,950,400.90762,401,East rural,4.610433280467987,5,5,600571.56,1121098.5,484554.13,604613.94,259300.13,131140.38,2004.5381,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Non-poor,Quintile 5,9
95005,2020,8,Teso,Eastern,Covid period,Rural,950,402.13016,402,East rural,2.118166655302048,3,3,161907.39,308109.13,214169.19,165629.17,114608.66,78194.586,1206.3905,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Non-poor,Quintile 3,6
95006,2020,8,Teso,Eastern,Covid period,Rural,950,403.00339,403,East rural,5.810533255338669,7,7,185566.19,343838.81,122177.56,186960.81,65381.051,32176.188,2821.0237,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Poor,Poor,Quintile 1,2
95007,2020,8,Teso,Eastern,Covid period,Rural,950,389.90485,390,East rural,1.6053666472435,2,2,98527.203,193450.16,134520.61,103889.55,71986.203,64713.906,779.80969,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Non-poor,Quintile 3,5
95008,2020,8,Teso,Eastern,Covid period,Rural,950,389.90485,390,East rural,5.151266634464264,6,6,354071.5,659310.19,354029.34,355921.94,189452.22,69094.063,2339.4292,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Non-poor,Quintile 3,5
95009,2020,8,Teso,Eastern,Covid period,Rural,950,408.2428,408,East rural,.8627333045005798,1,1,57191.609,109519.33,68555.828,58880.391,36686.375,68248.656,408.2428,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Non-poor,Quintile 3,5
9501,2020,1,Buganda North,Central,Before covid,Rural,95,637.22498,637,Centrral urban,5.357599973678589,7,7,259902.09,482471.75,194324.41,266855.31,103628.63,49808.742,4460.5747,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Non-poor,Poor,Quintile 2,3
95010,2020,8,Teso,Eastern,Covid period,Rural,950,399.07382,399,East rural,3.161166608333588,4,4,141263.53,261244.78,89199.781,141638.02,47733.605,44805.617,1596.2953,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Poor,Quintile 2,3
9502,2020,1,Buganda North,Central,Before covid,Rural,95,633.54742,634,Centrral urban,3.310099959373474,5,5,149296.3,289916.56,204277.03,156986.08,108936.13,47426.387,3167.7371,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Non-poor,Poor,Quintile 2,3
9503,2020,1,Buganda North,Central,Before covid,Rural,95,618.83716,619,Centrral urban,5.537833273410797,7,7,673177.38,1246738.8,356042.03,693578.63,189868.83,125243.68,4331.8604,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Non-poor,Non-poor,Quintile 5,9
9504,2020,1,Buganda North,Central,Before covid,Rural,95,638.37421,638,Centrral urban,7.326200008392334,8,8,422148.59,805408,453668.09,439988.69,241930.5,60056.875,5106.9937,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Non-poor,Non-poor,Quintile 3,5
9505,2020,1,Buganda North,Central,Before covid,Rural,95,646.41888,646,Centrral urban,.9922666549682617,1,1,107876.3,206652.92,157221.42,111727.31,83842.477,112598.07,646.41888,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Non-poor,Non-poor,Quintile 4,8
9507,2020,1,Buganda North,Central,Before covid,Rural,95,603.51392,604,Centrral urban,2.112499997019768,3,3,89067.266,174495.05,120275.88,94699.5,64140.289,44828.164,1810.5417,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Non-poor,Poor,Quintile 2,3
9508,2020,1,Buganda North,Central,Before covid,Rural,95,609.64319,610,Centrral urban,5.270799994468689,7,7,620801.75,1187545.9,622857.56,650703.5,332155.25,123454.41,4267.5024,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Non-poor,Non-poor,Quintile 5,9
9509,2020,1,Buganda North,Central,Before covid,Rural,95,594.93292,595,Centrral urban,3.269933313131332,5,5,182926.48,341401.31,120250.44,188430.88,64126.727,57625.297,2974.6646,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Non-poor,Non-poor,Quintile 2,4
9510,2020,1,Buganda North,Central,Before covid,Rural,95,624.96643,625,Centrral urban,2.336599975824356,3,3,74337.219,153214.25,103585.68,83181.969,55239.801,35599.574,1874.8993,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Poor,Poor,Quintile 1,2
95101,2020,8,Teso,Eastern,Covid period,Rural,951,349.99933,350,East rural,1.637499988079071,2,2,208689.89,409167.53,255772.22,220111.56,136871.75,134419.28,699.99866,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Non-poor,Quintile 5,9
95102,2020,8,Teso,Eastern,Covid period,Rural,951,363.16821,363,East rural,4.644666612148285,5,5,309264.59,613695.38,453977,329740.19,242937.34,70993.297,1815.8411,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Non-poor,Quintile 3,6
95103,2020,8,Teso,Eastern,Covid period,Rural,951,360.97342,361,East rural,2.64136666059494,3,3,298071.41,557236.56,218024.27,300645.34,116671.63,113821.89,1082.9203,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Non-poor,Quintile 4,8
95104,2020,8,Teso,Eastern,Covid period,Rural,951,354.11462,354,East rural,3.116033315658569,4,4,263989.22,497323.44,217496.25,268000.72,116389.07,86007.016,1416.4585,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Non-poor,Quintile 4,7
95105,2020,8,Teso,Eastern,Covid period,Rural,951,356.17224,356,East rural,5.438433319330215,8,8,544977.56,1013785.4,727749.44,544881.69,389441.56,100190.93,2849.3779,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Non-poor,Quintile 4,8
95106,2020,8,Teso,Eastern,Covid period,Rural,951,352.35092,352,East rural,4.476599931716919,7,7,162909.19,307860.16,174253.33,165796.84,93248.43,37036.332,2466.4565,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Poor,Poor,Quintile 1,2
95107,2020,8,Teso,Eastern,Covid period,Rural,951,366.46045,366,East rural,3.84850001335144,4,4,127394.2,239691.3,92958.422,129894.7,49744.969,33752.035,1465.8418,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Poor,Poor,Quintile 1,2
95108,2020,8,Teso,Eastern,Covid period,Rural,951,354.70251,355,East rural,4.909533262252808,7,7,218588.38,402314.19,199637.09,217629.69,106832.08,44327.98,2482.9175,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Poor,Quintile 2,3
95109,2020,8,Teso,Eastern,Covid period,Rural,951,356.17224,356,East rural,5.214266613125801,8,8,213333.8,394746.47,213324.77,213507.58,114156.78,40946.809,2849.3779,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Poor,Poor,Quintile 1,2
95110,2020,8,Teso,Eastern,Covid period,Rural,951,354.11462,354,East rural,2.728133350610733,4,4,246907.36,463842.13,205784.39,250385.02,110121.69,91778.875,1416.4585,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Non-poor,Quintile 4,7
95201,2020,2,Teso,Eastern,Before covid,Rural,952,525.17535,525,East rural,2.905833303928375,4,4,181209.72,335914.63,210913.27,182146.34,111582.51,62683,2100.7014,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Non-poor,Quintile 3,5
95202,2020,2,Teso,Eastern,Before covid,Rural,952,526.396,526,East rural,7.514199957251549,10,10,384206.44,707537.19,441105.09,384035.31,233364.23,51107.945,5263.96,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Poor,Quintile 2,4
95203,2020,2,Teso,Eastern,Before covid,Rural,952,527.20978,527,East rural,5.063933372497559,6,6,391210.75,729739.94,366802.25,399230.75,194054.73,78838.07,3163.2588,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Non-poor,Quintile 3,6
95204,2020,2,Teso,Eastern,Before covid,Rural,952,527.20978,527,East rural,3.566366612911224,6,6,282170.78,521806.81,278671,284604.19,147429.38,79802.281,3163.2588,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Non-poor,Quintile 3,6
95205,2020,2,Teso,Eastern,Before covid,Rural,952,536.16119,536,East rural,6.907600045204163,10,10,507364.88,981107.38,690834.75,527078.81,365482.34,76304.188,5361.6118,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Non-poor,Quintile 3,6
95206,2020,2,Teso,Eastern,Before covid,Rural,952,528.83728,529,East rural,3.84923329949379,5,5,291603.69,553134.5,377273.88,298418.31,199594.69,77526.688,2644.1865,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Non-poor,Quintile 3,6
95207,2020,2,Teso,Eastern,Before covid,Rural,952,537.38184,537,East rural,3.175566613674164,4,4,341371.94,632138.13,307149.63,341753.44,162495.83,107619.67,2149.5273,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Non-poor,Quintile 4,8
95208,2020,2,Teso,Eastern,Before covid,Rural,952,533.71991,534,East rural,3.190833300352097,5,5,296631.16,561801.56,340626.44,303273.31,180206.56,95045.18,2668.5996,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Non-poor,Quintile 4,7
95209,2020,2,Teso,Eastern,Before covid,Rural,952,531.27856,531,East rural,2.674166679382324,4,4,259122.78,473657.19,226641.13,257950.44,119903.25,96460.117,2125.1143,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Non-poor,Quintile 4,7
95210,2020,2,Teso,Eastern,Before covid,Rural,952,525.17535,525,East rural,2.400999963283539,4,4,107313.27,199803.66,83099.547,109784.42,43963.363,45724.457,2100.7014,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Poor,Quintile 2,3
95301,2020,2,Teso,Eastern,Before covid,Rural,953,162.45163,162,East rural,3.479499995708466,5,5,339275.56,643194.38,478794.41,346119.94,253303.56,99474.047,812.25818,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Non-poor,Quintile 4,8
95302,2020,2,Teso,Eastern,Before covid,Rural,953,166.6147,167,East rural,2.882500022649765,4,4,195834.91,365417.03,219432.69,198331.16,116089.66,68805.258,666.4588,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Non-poor,Quintile 3,5
95303,2020,2,Teso,Eastern,Before covid,Rural,953,163.46086,163,East rural,2.359166651964188,3,3,133916.48,246444.03,157712.13,133405.2,83436.742,56547.598,490.38257,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Non-poor,Quintile 2,4
95304,2020,2,Teso,Eastern,Before covid,Rural,953,168.507,169,East rural,.9922666549682617,1,1,360533.03,649532.44,221517.38,358690.56,117192.55,361486.06,168.507,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Non-poor,Quintile 5,10
95305,2020,2,Teso,Eastern,Before covid,Rural,953,165.98393,166,East rural,2.32940000295639,3,3,263124.47,499728.59,320220.97,268607.41,169411.16,115311.84,497.95178,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Non-poor,Quintile 4,8
95306,2020,2,Teso,Eastern,Before covid,Rural,953,165.98393,166,East rural,9.255533307790756,12,12,327553.19,611109.38,397813.88,330893.5,210461.27,35750.883,1991.8071,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Poor,Poor,Quintile 1,2
95307,2020,2,Teso,Eastern,Before covid,Rural,953,163.96547,164,East rural,3.660933300852776,5,5,169181.73,328455.63,184762.66,178616.77,97747.672,48789.953,819.82733,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Poor,Quintile 2,3
95308,2020,2,Teso,Eastern,Before covid,Rural,953,163.77625,164,East rural,5.170333281159401,8,8,139596.97,265715.91,147263.84,144951.41,77909.133,28035.215,1310.21,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Poor,Poor,Quintile 1,1
95309,2020,2,Teso,Eastern,Before covid,Rural,953,162.83009,163,East rural,3.21029993891716,4,4,205339.08,386028.34,197947.13,208372,104722.84,64907.332,651.32037,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Non-poor,Quintile 3,5
95310,2020,2,Teso,Eastern,Before covid,Rural,953,168.507,169,East rural,.9922666549682617,1,1,104756.2,193395.47,74262.219,104876.03,39288.02,105693.4,168.507,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Non-poor,Quintile 4,8
95401,2020,10,Teso,Eastern,Covid period,Rural,954,396.91797,397,East rural,.7738000154495239,1,1,107940.49,206057.81,143229.25,110512.09,76724.477,142817.39,396.91797,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Non-poor,Quintile 5,9
95402,2020,10,Teso,Eastern,Covid period,Rural,954,406.25189,406,East rural,2.922500014305115,4,4,101380.91,190930.08,81757.469,102475.39,43795.516,35064.289,1625.0076,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Poor,Poor,Quintile 1,2
95403,2020,10,Teso,Eastern,Covid period,Rural,954,405.21478,405,East rural,7.424033313989639,9,9,301403.56,556439.56,276369.28,299076,148044.41,40284.84,3646.9331,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Poor,Poor,Quintile 1,2
95404,2020,10,Teso,Eastern,Covid period,Rural,954,406.25189,406,East rural,3.461466670036316,4,4,197196.94,375851.72,258159.95,202218.48,138290.09,58419.887,1625.0076,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Non-poor,Quintile 2,4
95406,2020,10,Teso,Eastern,Covid period,Rural,954,415.58578,416,East rural,.9922666549682617,1,1,66378.633,122423.2,88606.953,65632.414,47464.621,66143.93,415.58578,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Non-poor,Quintile 3,5
95407,2020,10,Teso,Eastern,Covid period,Rural,954,407.5853,408,East rural,5.859866619110107,7,7,346194.66,709826.44,433826.44,380117.13,232390.42,64867.879,2853.0972,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Non-poor,Quintile 3,5
95409,2020,10,Teso,Eastern,Covid period,Rural,954,407.80753,408,East rural,9.536399960517883,12,12,300112.94,586063.31,372969.5,314406.81,199790.83,32969.129,4893.6904,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Poor,Poor,Quintile 1,2
95410,2020,10,Teso,Eastern,Covid period,Rural,954,407.5853,408,East rural,5.331300005316734,7,7,184884.98,364575.38,239121.92,195434.23,128091.88,36657.895,2853.0972,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Poor,Poor,Quintile 1,2
95601,2020,2,Teso,Eastern,Before covid,Rural,956,403.40167,403,East rural,3.948299929499626,6,6,271171.94,511545.5,320746.88,277386.56,169689.39,70254.688,2420.4102,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Non-poor,Quintile 3,6
95602,2020,2,Teso,Eastern,Before covid,Rural,956,400.26416,400,East rural,.8636999726295471,1,1,61690.07,114769.69,68225.461,62300.609,36094.309,72132.234,400.26416,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Non-poor,Quintile 3,6
95603,2020,2,Teso,Eastern,Before covid,Rural,956,407.79422,408,East rural,7.215033292770386,10,10,408642.22,773848.88,462279,420806.69,244566.19,58323.598,4077.9421,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Non-poor,Quintile 2,4
95604,2020,2,Teso,Eastern,Before covid,Rural,956,406.53922,407,East rural,2.392499983310699,3,3,151063.33,276609.97,131483.94,151470.52,69560.859,63310.563,1219.6177,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Non-poor,Quintile 3,5
95605,2020,2,Teso,Eastern,Before covid,Rural,956,404.97046,405,East rural,2.592499986290932,4,4,250275.23,462052.97,246562.56,252159.98,130442.58,97265.18,1619.8818,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Non-poor,Quintile 4,7
95606,2020,2,Teso,Eastern,Before covid,Rural,956,410.7226,411,East rural,7.624700009822845,9,9,289832.88,523335.88,198431.77,289607.81,104979.24,37982.848,3696.5034,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Poor,Poor,Quintile 1,2
95607,2020,2,Teso,Eastern,Before covid,Rural,956,409.67676,410,East rural,5.969933301210403,8,8,448807.06,837324.44,309759.28,462019.19,163876.45,77391.016,3277.4141,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Non-poor,Quintile 3,6
95608,2020,2,Teso,Eastern,Before covid,Rural,956,412.02988,412,East rural,6.405000030994415,8,8,376018,688792.13,246137.66,379151.72,130217.78,59196.207,3296.239,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Non-poor,Quintile 3,5
95609,2020,2,Teso,Eastern,Before covid,Rural,956,414.38303,414,East rural,3.858866631984711,4,4,105274.96,197484.45,72931.805,107468.43,38584.172,27849.74,1657.5321,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Poor,Poor,Quintile 1,1
95610,2020,2,Teso,Eastern,Before covid,Rural,956,405.64279,406,East rural,5.438133299350739,7,7,373823.5,691998.25,381946.63,376478.28,202066.78,69229.32,2839.4995,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Non-poor,Quintile 3,5
95801,2020,2,Teso,Eastern,Before covid,Rural,958,361.05804,361,East rural,2.885099977254868,4,4,341794.56,633048,512914.03,338461.5,271354.38,117313.61,1444.2322,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Non-poor,Quintile 4,8
95802,2020,2,Teso,Eastern,Before covid,Rural,958,361.05804,361,East rural,2.759933292865753,4,4,182640.94,345114.25,167391.52,186626.97,88557.57,67620.102,1444.2322,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Non-poor,Quintile 3,5
95803,2020,2,Teso,Eastern,Before covid,Rural,958,369.44998,369,East rural,3.657700002193451,4,4,228331.45,431816.84,265182.59,234398.7,140293.41,64083.633,1477.7999,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Non-poor,Quintile 3,5
95804,2020,2,Teso,Eastern,Before covid,Rural,958,364.05518,364,East rural,4.034499928355217,7,7,189709.91,351389.16,191420.66,191670.73,101270.05,47507.93,2548.3862,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Poor,Quintile 2,3
95805,2020,2,Teso,Eastern,Before covid,Rural,958,363.15604,363,East rural,5.042966678738594,8,8,260854.63,494761.81,250309.73,270616.88,132425,53662.238,2905.2483,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Non-poor,Quintile 2,4
95806,2020,2,Teso,Eastern,Before covid,Rural,958,370.28918,370,East rural,3.60249999165535,5,5,164364.02,318133.16,195406.36,172514.66,103378.66,47887.484,1851.4459,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Poor,Quintile 2,3
95807,2020,2,Teso,Eastern,Before covid,Rural,958,370.28918,370,East rural,4.33079993724823,5,5,209415.69,393755.16,227405.25,212161.94,120307.51,48989.086,1851.4459,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Poor,Quintile 2,3
95808,2020,2,Teso,Eastern,Before covid,Rural,958,373.64597,374,East rural,1.004833340644836,1,1,125904.17,230582.97,160336.39,124570.58,84825.094,123971.38,373.64597,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Non-poor,Quintile 5,9
95809,2020,2,Teso,Eastern,Before covid,Rural,958,368.05133,368,East rural,4.806833326816559,6,6,267599.06,488407.34,198289.91,268942.81,104904.2,55950.102,2208.3081,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Non-poor,Quintile 2,4
95810,2020,2,Teso,Eastern,Before covid,Rural,958,366.9324,367,East rural,3.365099966526031,5,5,211097.84,390071.06,207497.5,212494.72,109775.42,63146.629,1834.662,11463.445,15445.585,30611.451,41245.172,66098,87433,51643.828,39041.938,Non-poor,Non-poor,Quintile 3,5
95901,2020,2,Karamoja,Northern,Before covid,Rural,959,162.84703,163,North rural,2.397666662931442,4,4,153977.5,284686.78,106042,156455.98,56100.941,65253.434,651.38812,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 3,5
95902,2020,2,Karamoja,Northern,Before covid,Rural,959,138.455,138,North rural,2.102033317089081,3,3,91161.25,170689.16,56432.016,93354.828,29855.049,44411.68,415.36499,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 2,3
95903,2020,2,Karamoja,Northern,Before covid,Rural,959,154.71635,155,North rural,3.447833329439163,6,6,117469.52,218805.78,106744.14,119752.65,56472.406,34732.727,928.2981,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Poor,Poor,Quintile 1,2
95904,2020,2,Karamoja,Northern,Before covid,Rural,959,146.58568,147,North rural,3.052033305168152,4,4,49638.336,93595.977,53127.488,50990.602,28106.807,16707.092,586.34271,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Poor,Poor,Quintile 1,1
95905,2020,2,Karamoja,Northern,Before covid,Rural,959,138.455,138,North rural,1.648133337497711,2,2,103880.34,199052.02,109823.64,106942.41,58101.598,64886.992,276.91,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 3,5
95906,2020,2,Karamoja,Northern,Before covid,Rural,959,151.46408,151,North rural,3.305099964141846,5,5,197427.94,372190.84,161507.5,202495.63,85444.664,61267.625,757.32043,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 3,5
95908,2020,2,Karamoja,Northern,Before covid,Rural,959,152.39331,152,North rural,5.229200005531311,7,7,101462.48,189041.41,81488.375,103421.36,43110.98,19777.664,1066.7532,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Poor,Poor,Quintile 1,1
95909,2020,2,Karamoja,Northern,Before covid,Rural,959,138.455,138,North rural,1.664566695690155,2,2,42514.172,79810.344,41089.793,43393.031,21738.33,26068.664,276.91,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Poor,Poor,Quintile 1,1
