hhid,year,month,subreg,region,covid,urban,eacode,mult,rmult,regurb,equiv,hsize,usize,rexp30,nrrexp30,fnrfxp30,cpexp30,fcpexp30,welfare,hmult,plinen,ctpline,hpline,spline,fplinen,povlinen,spline_n,hpline_n,poor_20,poor_new,quints,decile
150109,2020,8,West Nile,Northern,Covid period,Rural,1501,849.03625,849,North rural,3.363633275032043,4,4,136653.02,259586.47,142437.34,139944.95,76222.695,41605.293,3396.145,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Poor,Poor,Quintile 2,3
150110,2020,8,West Nile,Northern,Covid period,Rural,1501,849.03625,849,North rural,3.737066626548767,4,4,159367.52,313490.88,203107.53,168866.3,108689.22,45186.859,3396.145,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 2,3
1502,2019,11,Buganda North,Central,Before covid,Rural,15,1159.5396,1160,Centrral urban,6.484566748142242,9,9,348601,657418.63,263643.72,366120.41,141197.36,56460.273,10435.855,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Non-poor,Non-poor,Quintile 2,4
150201,2020,9,West Nile,Northern,Covid period,Rural,1502,885.74841,886,North rural,2.259166657924652,3,3,157776.44,312576.63,230282.3,167473.03,123099.52,74130.445,2657.2451,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 3,6
150202,2020,9,West Nile,Northern,Covid period,Rural,1502,896.70593,897,North rural,2.243699967861176,3,3,70761.336,140865.41,116276.95,75414.961,62156.918,33611.875,2690.1177,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Poor,Poor,Quintile 1,2
150203,2020,9,West Nile,Northern,Covid period,Rural,1502,899.44531,899,North rural,3.242733359336853,4,4,120051.05,237830.31,164257.31,127443.35,87805.258,39301.211,3597.7813,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Poor,Poor,Quintile 1,2
150204,2020,9,West Nile,Northern,Covid period,Rural,1502,894.5144,895,North rural,3.756766617298126,5,5,274028.41,523028.84,251218.45,281170.81,134291.14,74843.836,4472.5723,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 3,6
150205,2020,9,West Nile,Northern,Covid period,Rural,1502,874.79095,875,North rural,.7738000154495239,1,1,88226.961,172411.63,158765.05,92225.102,84869.32,119184.67,874.79095,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 4,8
150207,2020,9,West Nile,Northern,Covid period,Rural,1502,894.5144,895,North rural,3.749499976634979,5,5,141720.45,276917.44,192334.66,148543.16,102814.27,39616.789,4472.5723,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Poor,Poor,Quintile 1,2
150208,2020,9,West Nile,Northern,Covid period,Rural,1502,891.22717,891,North rural,3.754466652870178,4,4,200839,388242.91,173999.83,208674.02,93013.211,55580.203,3564.9087,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 2,4
150210,2020,9,West Nile,Northern,Covid period,Rural,1502,887.93994,888,North rural,3.815099954605103,5,5,254535.17,489864.94,308994.69,263008.91,165175.95,68938.93,4439.6997,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 3,5
1503,2019,11,Buganda North,Central,Before covid,Rural,15,1152.8291,1153,Centrral urban,1.333699971437454,2,2,149954.95,280629.97,86787.211,156152.97,46479.867,117082.53,2305.6582,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Non-poor,Non-poor,Quintile 4,8
150301,2020,9,West Nile,Northern,Covid period,Rural,1503,525.85687,526,North rural,4.544600009918213,5,5,326115.03,623047.88,370669.22,334338.41,198144.66,73568.281,2629.2844,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 3,6
150302,2020,9,West Nile,Northern,Covid period,Rural,1503,525.30469,525,North rural,5.820233285427094,7,7,197934.42,396649.63,260759.2,213613.39,139391.23,36701.859,3677.1328,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Poor,Poor,Quintile 1,2
150303,2020,9,West Nile,Northern,Covid period,Rural,1503,523.92438,524,North rural,1.879166662693024,2,2,227557.33,441704.19,350529.22,236698.64,187378.63,125959.37,1047.8488,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 5,9
150304,2020,9,West Nile,Northern,Covid period,Rural,1503,527.14514,527,North rural,1.988733291625977,3,3,173150.45,340556.41,235756.61,182623.33,126025.87,91828.969,1581.4354,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 4,7
150305,2020,9,West Nile,Northern,Covid period,Rural,1503,527.14514,527,North rural,5.247533321380615,6,6,467680.47,893875,563061.13,482986.28,300989.53,92040.633,3162.8708,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 4,7
150306,2020,9,West Nile,Northern,Covid period,Rural,1503,523.92438,524,North rural,1.879166662693024,2,2,252392.09,494278.13,391896.72,264631.75,209492,140823.98,1047.8488,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 5,9
150307,2020,9,West Nile,Northern,Covid period,Rural,1503,520.70361,521,North rural,5.274366676807404,6,6,302710.66,586768.31,387974.63,314457.38,207395.41,59619.93,3124.2217,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 3,5
150308,2020,9,West Nile,Northern,Covid period,Rural,1503,526.33997,526,North rural,5.908766686916351,8,8,247673.72,476405.06,236541.86,256134.5,126445.63,43348.219,4210.7197,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Poor,Quintile 2,3
150309,2020,9,West Nile,Northern,Covid period,Rural,1503,520.70361,521,North rural,2.341366648674011,3,3,291658.75,565939.5,486330.75,303004.03,259972.59,129413.32,1562.1108,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 5,9
150310,2020,9,West Nile,Northern,Covid period,Rural,1503,522.54407,523,North rural,4.81093330681324,7,7,266741.34,519373.5,273732.78,279275.19,146326.38,58050.105,3657.8086,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 2,4
1504,2019,11,Buganda North,Central,Before covid,Rural,15,1213.2233,1213,Centrral urban,.9922666549682617,1,1,111836.28,208785.89,94332.852,114156.78,50521.02,115046.48,1213.2233,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Non-poor,Non-poor,Quintile 4,8
150401,2020,2,West Nile,Northern,Before covid,Rural,1504,932.8725,933,North rural,3.131599992513657,5,5,365473.38,691287.94,353033.53,377885.88,186770.47,120668.63,4664.3623,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 4,8
150402,2020,2,West Nile,Northern,Before covid,Rural,1504,926.01611,926,North rural,3.93929997086525,5,5,256829.61,494178.5,387226.66,265111.91,204860.14,67299.242,4630.0806,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 3,5
150403,2020,2,West Nile,Northern,Before covid,Rural,1504,932.8725,933,North rural,3.130833327770233,5,5,254887.64,486649.03,344470.84,262543.34,182240.42,83857.336,4664.3623,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 4,7
150404,2020,2,West Nile,Northern,Before covid,Rural,1504,931.89301,932,North rural,5.562866628170013,7,7,422412.13,783484.81,364448.59,430207.22,192809.53,77335.523,6523.251,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 3,6
150405,2020,2,West Nile,Northern,Before covid,Rural,1504,929.44434,929,North rural,1.636533319950104,2,2,92612.578,183727,149194.13,98308.031,78930.336,60070.902,1858.8887,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 3,5
150406,2020,2,West Nile,Northern,Before covid,Rural,1504,946.58533,947,North rural,2.935599982738495,4,4,212455.84,406143.16,293658.03,218736.83,155358.17,74511.797,3786.3413,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 3,6
150407,2020,2,West Nile,Northern,Before covid,Rural,1504,923.73065,924,North rural,2.112499997019768,3,3,107994.86,203199.27,115899.45,110586.89,61315.973,52348.824,2771.1919,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 2,4
150408,2020,2,West Nile,Northern,Before covid,Rural,1504,923.73065,924,North rural,4.151600003242493,6,6,188580.3,350753.28,164500.97,192170.75,87028.336,46288.359,5542.3838,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 2,3
150409,2020,2,West Nile,Northern,Before covid,Rural,1504,941.68787,942,North rural,5.97513335943222,7,7,138596.59,265146.69,152275.06,143586.66,80560.289,24030.703,6591.8149,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Poor,Poor,Quintile 1,1
150410,2020,2,West Nile,Northern,Before covid,Rural,1504,935.15796,935,North rural,2.657566666603088,3,3,134709.83,257594.23,184457.44,138655.14,97586.203,52173.719,2805.4739,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 2,4
1505,2019,11,Buganda North,Central,Before covid,Rural,15,1144.2013,1144,Centrral urban,5.381766676902771,7,7,514317.44,975248.94,353074.41,542283,189092.97,100763.01,8009.4092,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Non-poor,Non-poor,Quintile 4,8
150501,2020,9,West Nile,Northern,Covid period,Rural,1505,982.86377,983,North rural,3.361166596412659,5,5,60553.172,117018.36,54410.734,62834.602,29085.76,18694.283,4914.3188,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Poor,Poor,Quintile 1,1
150502,2020,9,West Nile,Northern,Covid period,Rural,1505,993.86121,994,North rural,4.833200007677078,6,6,223557.55,454366.41,346072.88,243375.19,184996.45,50354.875,5963.167,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 2,3
150503,2020,9,West Nile,Northern,Covid period,Rural,1505,987.75153,988,North rural,2.241766631603241,3,3,143424.78,280464.91,181774.48,150329.88,97169.227,67058.664,2963.2546,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 3,5
150504,2020,9,West Nile,Northern,Covid period,Rural,1505,990.19537,990,North rural,3.417233318090439,5,5,202587.14,392998,227160.22,210843.89,121430.59,61700.176,4950.9771,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 3,5
150505,2020,9,West Nile,Northern,Covid period,Rural,1505,993.86121,994,North rural,2.792499989271164,4,4,181911.53,355093.81,223313.11,190746.41,119374.08,68306.68,3975.4448,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 3,5
150506,2020,9,West Nile,Northern,Covid period,Rural,1505,984.69666,985,North rural,2.772499978542328,4,4,375096.38,706118.5,215498.11,379753.69,115196.5,136971.58,3938.7866,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 5,9
150507,2020,9,West Nile,Northern,Covid period,Rural,1505,987.75153,988,North rural,2.744799971580505,3,3,129421.23,257451.67,199021.34,137985.58,106388.7,50271.633,2963.2546,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 2,3
150508,2020,9,West Nile,Northern,Covid period,Rural,1505,996.47961,996,North rural,5.480866640806198,7,7,215284.77,419614.81,295915.41,225014.36,158184.31,41054.523,6975.3574,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Poor,Poor,Quintile 1,2
150509,2020,9,West Nile,Northern,Covid period,Rural,1505,990.19537,990,North rural,3.58843332529068,5,5,216938.56,417710.22,221065.44,224170.98,118172.57,62470.434,4950.9771,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 3,5
150510,2020,9,West Nile,Northern,Covid period,Rural,1505,993.86121,994,North rural,2.729166656732559,4,4,176922.14,355202.91,289801.94,190256.61,154916.3,69712.344,3975.4448,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 3,6
1507,2019,11,Buganda North,Central,Before covid,Rural,15,1178.7123,1179,Centrral urban,5.808466672897339,7,7,403108.44,800680.5,395393.34,442950.63,211757.36,76259.477,8250.9863,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Non-poor,Non-poor,Quintile 3,6
150701,2020,8,West Nile,Northern,Covid period,Rural,1507,401.62762,402,North rural,2.442499995231628,3,3,512350.13,970936.69,474341.19,525719.81,253834.86,215238.41,1204.8828,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 5,10
150702,2020,8,West Nile,Northern,Covid period,Rural,1507,399.17377,399,North rural,2.779166638851166,4,4,383208.16,735726.19,522369.72,395561.13,279536.44,142330.84,1596.6951,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 5,9
150703,2020,8,West Nile,Northern,Covid period,Rural,1507,395.49292,395,North rural,2.841766655445099,4,4,238883.61,454405.47,195323.47,245019.59,104523.72,86220.867,1581.9717,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 4,7
150704,2020,8,West Nile,Northern,Covid period,Rural,1507,391.8121,392,North rural,.8636999726295471,1,1,187567.27,355321.94,158289.23,191544.39,84705.539,221771.91,391.8121,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 5,10
150705,2020,8,West Nile,Northern,Covid period,Rural,1507,391.8121,392,North rural,2.057666644454002,4,4,79307.219,153413.31,100158.9,82679.484,53598.172,40181.184,1567.2484,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Poor,Poor,Quintile 1,2
150706,2020,8,West Nile,Northern,Covid period,Rural,1507,406.5354,407,North rural,1.004833340644836,1,1,221406.47,425260,233748.64,228954.91,125086.23,227853.61,406.5354,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 5,10
150707,2020,8,West Nile,Northern,Covid period,Rural,1507,398.50452,399,North rural,8.152599990367889,11,11,831700,1588899.9,865959.44,857976.19,463402.09,105239.58,4383.5498,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 4,8
150708,2020,8,West Nile,Northern,Covid period,Rural,1507,401.62762,402,North rural,4.342500001192093,6,6,522965.94,1008927.3,654141,544255.56,350051.38,125332.31,2409.7656,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 5,9
150709,2020,8,West Nile,Northern,Covid period,Rural,1507,399.17377,399,North rural,1.274333328008652,2,2,234554.59,456708.78,308822.47,245582.69,165260.59,192714.64,798.34753,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 5,10
150710,2020,8,West Nile,Northern,Covid period,Rural,1507,394.26599,394,North rural,4.141466677188873,6,6,228064.41,458779.41,340370.44,246457.09,182142.91,59509.617,2365.5959,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 3,5
1508,2019,11,Buganda North,Central,Before covid,Rural,15,1092.4348,1092,Centrral urban,.7738000154495239,1,1,114946.6,236720.27,162291.7,129103.92,86917.148,166844.05,1092.4348,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Non-poor,Non-poor,Quintile 5,9
150801,2020,9,West Nile,Northern,Covid period,Rural,1508,691.42609,691,North rural,2.070366680622101,3,3,95934.914,185394.72,129941.49,99416.461,69461.422,48018.77,2074.2783,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 2,3
150802,2020,9,West Nile,Northern,Covid period,Rural,1508,695.70288,696,North rural,1.389499962329865,2,2,162930.77,314297.25,200195.7,168629.16,107016.46,121359.59,1391.4058,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 4,8
150803,2020,9,West Nile,Northern,Covid period,Rural,1508,682.87256,683,North rural,.7738000154495239,1,1,175303.84,340400.22,258656.98,182413.39,138267.47,235737.13,682.87256,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 5,10
150804,2020,9,West Nile,Northern,Covid period,Rural,1508,692.4953,692,North rural,6.626633286476135,8,8,495892.19,961040.81,686494.56,515553.44,366972,77800.203,5539.9624,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 3,6
150805,2020,9,West Nile,Northern,Covid period,Rural,1508,693.86993,694,North rural,4.729333341121674,7,7,136572.92,260048.23,124254.3,139763.5,66421.281,29552.475,4857.0894,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Poor,Poor,Quintile 1,1
150806,2020,9,West Nile,Northern,Covid period,Rural,1508,682.87256,683,North rural,1.87283331155777,3,3,215744.53,416636.72,322592.28,223354.06,172444.67,119259.98,2048.6177,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 4,8
150808,2020,9,West Nile,Northern,Covid period,Rural,1508,689.28772,689,North rural,2.592499986290932,4,4,183212.7,355623.56,233458.44,190941.58,124797.36,73651.523,2757.1509,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 3,6
150809,2020,9,West Nile,Northern,Covid period,Rural,1508,698.26892,698,North rural,3.40993332862854,5,5,251698.05,479141.91,246216.45,257082.98,131617.28,75392.375,3491.3447,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 3,6
150810,2020,9,West Nile,Northern,Covid period,Rural,1508,696.86926,697,North rural,8.056599885225296,11,11,284302.75,546647.5,325199.72,293649.75,173838.52,36448.348,7665.562,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Poor,Poor,Quintile 1,2
1509,2019,11,Buganda North,Central,Before covid,Rural,15,1092.4348,1092,Centrral urban,1.867033302783966,3,3,145621.33,272719.78,163061.06,149632.48,87329.188,80144.516,3277.3044,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Non-poor,Non-poor,Quintile 3,6
150903,2020,11,West Nile,Northern,Covid period,Rural,1509,758.74731,759,North rural,1.122166678309441,2,2,77769.102,152483.61,94069.438,82014.508,50656.672,73085.852,1517.4946,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 3,6
150904,2020,11,West Nile,Northern,Covid period,Rural,1509,775.85437,776,North rural,3.636766642332077,5,5,253842.81,498719.53,372187.84,268483.53,200424.25,73824.789,3879.272,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 3,6
150905,2020,11,West Nile,Northern,Covid period,Rural,1509,787.25909,787,North rural,.9922666549682617,1,1,82876.734,157929.63,98258.203,85015.938,52912.332,85678.516,787.25909,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 4,7
150906,2020,11,West Nile,Northern,Covid period,Rural,1509,787.25909,787,North rural,1.004833340644836,1,1,159922.64,302238.38,158999.63,163384.23,85621.766,162598.34,787.25909,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 5,9
150907,2020,11,West Nile,Northern,Covid period,Rural,1509,775.85437,776,North rural,3.365833312273026,5,5,117928.88,227862.7,166183.44,122662.64,89490.273,36443.469,3879.272,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Poor,Poor,Quintile 1,2
150909,2020,11,West Nile,Northern,Covid period,Rural,1509,777.75519,778,North rural,2.456433296203613,3,3,203046.09,388825.84,173406.27,208957.63,93379.789,85065.461,2333.2656,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 4,7
150910,2020,11,West Nile,Northern,Covid period,Rural,1509,773.00317,773,North rural,1.855966627597809,2,2,103595.3,201001.73,73106.625,108068.45,39368.133,58227.578,1546.0063,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 2,4
1510,2019,11,Buganda North,Central,Before covid,Rural,15,1161.4568,1161,Centrral urban,4.888266623020172,7,7,355789.47,689361.94,292905.59,382236.97,156868.89,78194.789,8130.1973,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Non-poor,Non-poor,Quintile 3,6
151001,2020,2,West Nile,Northern,Before covid,Rural,1510,820.57263,821,North rural,2.829499959945679,4,4,223957.31,480088.25,333034.44,259345.92,176190.05,91657.867,3282.2905,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 4,7
151002,2020,2,West Nile,Northern,Before covid,Rural,1510,805.43939,805,North rural,.7738000154495239,1,1,98535.586,201119.23,160263.45,107819.88,84786.508,139338.17,805.43939,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 5,9
151003,2020,2,West Nile,Northern,Before covid,Rural,1510,825.617,826,North rural,7.084833323955536,9,9,565248.88,1081942,508398.94,592743.56,268965.69,83663.727,7430.5532,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 4,7
151004,2020,2,West Nile,Northern,Before covid,Rural,1510,805.43939,805,North rural,1.430366635322571,2,2,201635.63,376214.66,186690.59,205628.72,98767.641,143759.45,1610.8788,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 5,9
151005,2020,2,West Nile,Northern,Before covid,Rural,1510,820.57263,821,North rural,1.636533319950104,2,2,122522.44,244962.31,165744.5,130965.34,87686.227,80026.078,1641.1453,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 3,6
151006,2020,2,West Nile,Northern,Before covid,Rural,1510,814.08691,814,North rural,5.301199942827225,7,7,267993.38,495351.09,163287.27,271485.88,86386.234,51212.156,5698.6084,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 2,4
151007,2020,2,West Nile,Northern,Before covid,Rural,1510,815.5282,816,North rural,4.33676666021347,6,6,311073.72,617082.44,363820.19,331686.91,192477.08,76482.531,4893.1689,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 3,6
151008,2020,2,West Nile,Northern,Before covid,Rural,1510,820.57263,821,North rural,1.77863335609436,2,2,88535.469,168399.25,109533.5,91160.625,57948.102,51253.184,1641.1453,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 2,4
151009,2020,2,West Nile,Northern,Before covid,Rural,1510,805.43939,805,North rural,.8636999726295471,1,1,56178.688,109309.45,76976.18,58947.352,40723.828,68249.805,805.43939,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 3,5
15101,2019,9,Buganda North,Central,Before covid,Rural,151,1366.5796,1367,Centrral urban,3.910566657781601,5,5,527840.19,935204.19,121285.1,530848.88,65502.863,135747.3,6832.8979,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Non-poor,Non-poor,Quintile 5,9
151010,2020,2,West Nile,Northern,Before covid,Rural,1510,816.78931,817,North rural,5.183433309197426,8,8,464861.41,905351.63,454418.59,492139.72,240407.67,94944.734,6534.3145,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 4,7
15103,2019,9,Buganda North,Central,Before covid,Rural,151,1324.9333,1325,Centrral urban,1.879166662693024,2,2,320708.28,605416,435727.94,331517.13,235325.08,176417.09,2649.8667,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Non-poor,Non-poor,Quintile 5,10
15104,2019,9,Buganda North,Central,Before covid,Rural,151,1307.5808,1308,Centrral urban,5.278633296489716,8,8,236883.38,518755.91,358654.75,285226.34,193699.91,54034.129,10460.646,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Non-poor,Non-poor,Quintile 2,4
15105,2019,9,Buganda North,Central,Before covid,Rural,151,1394.3438,1394,Centrral urban,2.009666681289673,2,2,383032.03,690715.31,146440.52,386664.66,79088.633,192402.38,2788.6875,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Non-poor,Non-poor,Quintile 5,10
15106,2019,9,Buganda North,Central,Before covid,Rural,151,1324.9333,1325,Centrral urban,3.440099954605103,4,4,216904.34,410864.22,225008.22,227903.13,121520.96,66248.984,5299.7334,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Non-poor,Non-poor,Quintile 3,5
15107,2019,9,Buganda North,Central,Before covid,Rural,151,1348.0702,1348,Centrral urban,2.279166668653488,3,3,116244.3,214333.16,107359.77,118907.52,57982.16,52171.488,4044.2104,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Non-poor,Non-poor,Quintile 2,4
15108,2019,9,Buganda North,Central,Before covid,Rural,151,1255.5229,1256,Centrral urban,1.634499967098236,2,2,295350.19,544137.94,278057.31,302247.81,150171.38,184917.59,2511.0459,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Non-poor,Non-poor,Quintile 5,10
15109,2019,9,Buganda North,Central,Before covid,Rural,151,1371.2069,1371,Centrral urban,4.528433293104172,6,6,406583.03,728560.75,181029.23,411073.72,97769.078,90776.148,8227.2412,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Non-poor,Non-poor,Quintile 4,7
15110,2019,9,Buganda North,Central,Before covid,Rural,151,1394.3438,1394,Centrral urban,1.004833340644836,1,1,166792.28,312365.88,135268.8,174228.44,73055.086,173390.38,1394.3438,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Non-poor,Non-poor,Quintile 5,9
151101,2020,11,West Nile,Northern,Covid period,Rural,1511,792.25903,792,North rural,2.315833330154419,3,3,150973.13,308003.28,243108.56,165801.97,130914.68,71594.945,2376.7771,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 3,6
151105,2020,11,West Nile,Northern,Covid period,Rural,1511,782.45813,782,North rural,.8636999726295471,1,1,61319.859,120516.3,86305.344,64869.164,46475.684,75106.133,782.45813,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 3,6
